time,ppg,beat
20218223516,2.5024,0.0
20218223516,0.9384,0.0
20218223516,0.0,0.0
20218223516,0.6256,0.0
20218223516,2.5024,0.0
20218223516,2.8152,0.0
20218223516,2.8152,0.0
20218223516,1.2512,0.0
20218223516,0.0,0.0
20218223516,0.6256,0.0
20218223516,2.1896,0.0
20218223516,2.8152,0.0
20218223516,2.5024,0.0
20218223516,1.8768,0.0
20218223516,0.6256,0.0
20218223516,0.0,0.0
20218223516,1.564,0.0
20218223516,2.8152,0.0
20218223516,2.8152,0.0
20218223516,1.564,0.0
20218223516,0.3128,0.0
20218223516,0.0,0.0
20218223516,2.1896,0.0
20218223516,2.8152,0.0
20218223516,2.8152,0.0
20218223516,1.564,0.0
20218223516,0.3128,0.0
20218223516,0.3128,0.0
20218223516,7.1945,305.6109
20218223516,3.7537,305.9238
20218223516,2.8152,305.9238
20218223516,1.564,305.9238
20218223516,0.6256,305.6109
20218223516,0.3128,305.6109
20218223516,0.0,0.0
20218223516,2.5024,0.0
20218223516,2.8152,0.0
20218223516,1.2512,0.0
20218223516,0.0,0.0
20218223516,0.6256,0.0
20218223516,2.5024,0.0
20218223516,3.1281,0.0
20218223516,2.8152,0.0
20218223516,1.2512,0.0
20218223516,0.6256,0.0
20218223516,0.6256,0.0
20218223516,2.5024,0.3128
20218223516,2.8152,0.0
20218223516,2.8152,0.0
20218223516,1.2512,0.0
20218223516,0.6256,0.0
20218223516,0.3128,0.0
20218223516,1.8768,0.0
20218223516,3.1281,0.0
20218223516,2.8152,0.0
20218223516,2.5024,0.0
20218223516,0.9384,0.0
20218223516,0.0,0.0
20218223516,0.9384,0.0
20218223516,2.5024,0.0
20218223516,2.8152,0.0
20218223516,2.8152,0.0
20218223516,0.9384,0.0
20218223516,0.0,0.0
20218223517,0.6256,0.0
20218223517,2.1896,0.0
20218223517,2.8152,0.0
20218223517,2.8152,0.0
20218223517,1.564,0.0
20218223517,0.0,0.0
20218223517,0.3128,0.0
20218223517,7.5073,305.6109
20218223517,3.7537,305.6109
20218223517,2.8152,305.6109
20218223517,1.8768,305.6109
20218223517,0.6256,305.2981
20218223517,0.0,305.2981
20218223517,1.564,305.6109
20218223517,2.5024,305.9238
20218223517,3.1281,305.6109
20218223517,1.8768,0.0
20218223517,0.3128,0.0
20218223517,0.0,0.0
20218223517,1.8768,0.0
20218223517,2.1896,0.0
20218223517,2.8152,0.0
20218223517,1.8768,0.0
20218223517,0.3128,0.0
20218223517,0.0,0.0
20218223517,1.8768,0.0
20218223517,2.5024,0.0
20218223517,3.1281,0.0
20218223517,1.8768,0.0
20218223517,0.3128,0.0
20218223517,0.0,0.0
20218223517,1.8768,0.0
20218223517,2.5024,0.0
20218223517,2.8152,0.0
20218223517,2.8152,0.0
20218223517,0.9384,0.0
20218223517,0.0,0.0
20218223517,0.6256,0.0
20218223517,2.5024,0.0
20218223517,2.8152,0.0
20218223517,2.8152,0.0
20218223517,1.8768,0.0
20218223517,0.0,0.0
20218223517,0.6256,0.0
20218223517,2.5024,0.0
20218223517,2.8152,0.0
20218223517,2.8152,0.0
20218223517,1.2512,0.0
20218223517,0.0,0.0
20218223517,0.6256,0.0
20218223517,1.8768,0.0
20218223517,2.8152,0.0
20218223517,2.8152,0.0
20218223517,1.564,0.0
20218223517,0.0,0.0
20218223517,5.3177,305.6109
20218223517,3.1281,305.9238
20218223517,2.8152,305.6109
20218223517,2.8152,305.6109
20218223517,1.8768,305.9238
20218223517,0.6256,305.9238
20218223517,0.0,305.6109
20218223517,1.564,305.6109
20218223517,2.5024,305.6109
20218223517,0.0,0.0
20218223517,1.8768,0.0
20218223517,0.6256,0.0
20218223517,0.0,0.0
20218223517,1.564,0.0
20218223517,2.8152,0.0
20218223517,2.8152,0.0
20218223518,2.8152,0.0
20218223518,0.6256,0.0
20218223518,0.0,0.0
20218223518,1.2512,0.0
20218223518,3.1281,0.0
20218223518,2.8152,0.0
20218223518,2.8152,0.0
20218223518,0.9384,0.0
20218223518,0.0,0.0
20218223518,0.6256,0.0
20218223518,2.5024,0.0
20218223518,2.8152,0.0
20218223518,3.1281,0.0
20218223518,1.2512,0.0
20218223518,0.0,0.0
20218223518,0.3128,0.0
20218223518,2.1896,0.0
20218223518,2.8152,0.0
20218223518,3.1281,0.0
20218223518,1.2512,0.0
20218223518,0.3128,0.0
20218223518,0.0,0.0
20218223518,1.8768,0.0
20218223518,2.8152,0.0
20218223518,2.8152,0.0
20218223518,2.8152,0.0
20218223518,0.9384,0.0
20218223518,0.0,0.0
20218223518,1.2512,0.0
20218223518,2.8152,0.0
20218223518,3.1281,0.0
20218223518,2.5024,0.0
20218223518,6.8817,305.6109
20218223518,0.9384,305.6109
20218223518,0.6256,305.2981
20218223518,2.1896,305.6109
20218223518,2.8152,305.9238
20218223518,2.8152,305.6109
20218223518,1.2512,305.6109
20218223518,0.0,0.0
20218223518,0.0,0.0
20218223518,2.5024,0.0
20218223518,2.8152,0.0
20218223518,2.8152,0.0
20218223518,1.2512,0.0
20218223518,0.0,0.0
20218223518,0.3128,0.0
20218223518,2.1896,0.0
20218223518,2.8152,0.0
20218223518,2.8152,0.0
20218223518,1.564,0.0
20218223518,0.3128,0.0
20218223518,0.0,0.0
20218223518,1.8768,0.0
20218223518,2.8152,0.0
20218223518,3.1281,0.0
20218223518,1.564,0.0
20218223518,0.0,0.0
20218223518,0.3128,0.0
20218223518,1.8768,0.0
20218223518,2.8152,0.0
20218223518,2.8152,0.0
20218223518,0.9384,0.0
20218223518,0.0,0.0
20218223518,0.3128,0.0
20218223518,2.1896,0.0
20218223518,2.8152,0.0
20218223518,2.8152,0.0
20218223518,1.564,0.0
20218223518,0.3128,0.0
20218223518,0.3128,0.0
20218223518,1.8768,0.0
20218223519,3.1281,0.0
20218223519,2.8152,0.0
20218223519,1.8768,0.0
20218223519,0.3128,0.0
20218223519,0.3128,0.0
20218223519,2.1896,0.0
20218223519,2.8152,0.0
20218223519,2.8152,0.0
20218223519,1.8768,0.0
20218223519,0.3128,0.0
20218223519,5.3177,305.9238
20218223519,2.8152,305.6109
20218223519,2.8152,305.6109
20218223519,2.8152,305.6109
20218223519,2.5024,305.6109
20218223519,0.0,0.0
20218223519,0.0,0.0
20218223519,1.2512,0.0
20218223519,2.8152,0.0
20218223519,2.8152,0.0
20218223519,2.5024,0.0
20218223519,0.6256,0.0
20218223519,0.0,0.0
20218223519,0.9384,0.0
20218223519,3.1281,0.0
20218223519,3.4409,0.0
20218223519,2.5024,0.0
20218223519,0.9384,0.0
20218223519,0.0,0.0
20218223519,0.6256,0.0
20218223519,2.5024,0.0
20218223519,3.1281,0.0
20218223519,2.5024,0.0
20218223519,0.9384,0.0
20218223519,0.0,0.0
20218223519,0.9384,0.0
20218223519,2.5024,0.0
20218223519,2.8152,0.0
20218223519,2.5024,0.0
20218223519,0.9384,0.0
20218223519,0.0,0.0
20218223519,0.9384,0.0
20218223519,2.5024,0.0
20218223519,2.8152,0.0
20218223519,2.5024,0.0
20218223519,0.9384,0.0
20218223519,0.0,0.0
20218223519,0.9384,0.0
20218223519,2.8152,0.0
20218223519,3.1281,0.0
20218223519,2.5024,0.0
20218223519,0.9384,0.0
20218223519,0.0,0.0
20218223519,1.2512,0.0
20218223519,2.8152,0.0
20218223519,8.1329,305.9238
20218223519,2.8152,305.6109
20218223519,0.3128,305.9238
20218223519,0.0,305.9238
20218223519,0.9384,305.6109
20218223519,2.5024,305.6109
20218223519,2.8152,305.9238
20218223519,0.3128,0.0
20218223519,1.2512,0.0
20218223519,0.3128,0.0
20218223519,0.3128,0.0
20218223519,2.1896,0.0
20218223519,2.5024,0.0
20218223519,2.8152,0.0
20218223519,1.564,0.0
20218223519,0.3128,0.0
20218223519,0.0,0.0
20218223520,1.564,0.0
20218223520,2.8152,0.0
20218223520,2.8152,0.0
20218223520,1.564,0.0
20218223520,0.3128,0.0
20218223520,0.0,0.0
